ID,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Sodium-based battery storage_Cumulative Total Capacity_MQ,120,Sodium-based battery storage,Martinique,kW,DOE Global Energy Storage Database,Cumulative Total Capacity,National,MQ
