ID,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-ion battery storage_Cumulative Total Capacity_HT,800,Lithium-ion battery storage,Haiti,kW,DOE Global Energy Storage Database,Cumulative Total Capacity,National,HT
