ID,1972,1983,1988,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped Hydro Storage_Cumulative Rated Power_UA,603000,905000,3173000,Pumped Hydro Storage,Ukraine,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,UA
Pumped Hydro Storage_Cumulative Rated Capacity_UA,603000,905000,3173000,Pumped Hydro Storage,Ukraine,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,UA
