ID,2013,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Flow Battery Storage_Cumulative Rated Power_GB,100,145,Flow Battery Storage,United Kingdom,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,GB
Flow Battery Storage_Cumulative Rated Capacity_GB,100,145,Flow Battery Storage,United Kingdom,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,GB
