ID,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,Technology Name,Unit,Spatial Scale,Data Source,Metric
Acrylic Fiber_Annual Production_Million Pounds_Global,135.7,140.1,170.0,209.7,287.7,368.4,352.9,397.7,521.0,533.0,491.9,545.2,625.9,Acrylic Fiber,Million Pounds,Global,Santa Fe Institute,Annual Production
