ID,2007,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Flow battery storage_Cumulative Total Capacity_DK,15,Flow battery storage,Denmark,kW,DOE Global Energy Storage Database,Cumulative Total Capacity,National,DK
