ID,2012,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-ion battery storage_Cumulative Total Capacity_QA,250,Lithium-ion battery storage,Qatar,kW,DOE Global Energy Storage Database,Cumulative Total Capacity,National,QA
