ID,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,Data Source,Metric,Technology Name,Spatial Scale,Country Name,Country Code,Unit
Ethanolamine_Price_World,26.65957447,25.68831169,24.35410177,23.63816475,22.43240454,21.82924335,20.99285714,21.2272262,20.23234391,19.03593429,18.0851927,16.5109127,15.17103984,13.0625,11.64373233,10.24954792,9.845227859,9.793132328,PCDB,Price,Ethanolamine,Global,World,World,Price (1966 USD/lbs)
Ethanolamine_Annual production_World,78.1,93.4,93.7,97.4,124.8,126.1,131.2,135.5,145.8,173.9,200.8,207.8,226.8,223.9,255.1,264.3,259.2,283.9,PCDB,Annual production,Ethanolamine,Global,World,World,Yearly Production (Mil. lbs)
