ID,2014,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Flywheel battery storage_Cumulative Total Capacity_KR,100,Flywheel battery storage,South Korea,kW,DOE Global Energy Storage Database,Cumulative Total Capacity,National,KR
