ID,2008,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Flywheel battery storage_Cumulative Total Capacity_CZ,70000,Flywheel battery storage,Czech Republic,kW,DOE Global Energy Storage Database,Cumulative Total Capacity,National,CZ
