ID,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-ion battery storage_Cumulative Total Capacity_JO,20000,Lithium-ion battery storage,Jordan,kW,DOE Global Energy Storage Database,Cumulative Total Capacity,National,JO
