ID,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Technology Name,Data Source,Country Name,Country Code,Spatial Scale,Unit,Metric
Salt Production_Annual production_US,2650000.0,2610000.0,3030000.0,2410000.0,2800000.0,3300000.0,3580000.0,3770000.0,3660000.0,3820000.0,3850000.0,3960000.0,4230000.0,4370000.0,4420000.0,4860000.0,5770000.0,6330000.0,6570000.0,6240000.0,6210000.0,4520000.0,6160000.0,6470000.0,6170000.0,6710000.0,6690000.0,6870000.0,7330000.0,7750000.0,7310000.0,6680000.0,5810000.0,6900000.0,6910000.0,7190000.0,8010000.0,8380000.0,7280000.0,8420000.0,9400000.0,11500000.0,12400000.0,13800000.0,14300000.0,14000000.0,13700000.0,14600000.0,14900000.0,14100000.0,15100000.0,18300000.0,17700000.0,18900000.0,18700000.0,20600000.0,22000000.0,21600000.0,19900000.0,22800000.0,23100000.0,23300000.0,26100000.0,27800000.0,28700000.0,31500000.0,33100000.0,35300000.0,37400000.0,40100000.0,41600000.0,40000000.0,40800000.0,39800000.0,42200000.0,37200000.0,40100000.0,39400000.0,38900000.0,41500000.0,36600000.0,35300000.0,34400000.0,31400000.0,35600000.0,36300000.0,33300000.0,33100000.0,35300000.0,35300000.0,36900000.0,35900000.0,34800000.0,38200000.0,39700000.0,40800000.0,42900000.0,40600000.0,40800000.0,44400000.0,43300000.0,42200000.0,37700000.0,41100000.0,45000000.0,45000000.0,40600000.0,45500000.0,47400000.0,43100000.0,43500000.0,45500000.0,34900000.0,43100000.0,46000000.0,42800000.0,40200000.0,38000000.0,Salt Production,USGS,United States,US,National,Metric tons,Annual production
Salt Production_Price_World,51.0,50.0,35.0,40.0,39.0,33.0,34.0,35.0,37.0,39.0,36.0,37.0,38.0,38.0,37.3,38.7,35.2,40.1,44.4,40.8,39.2,49.5,43.3,41.1,39.8,36.3,34.6,34.0,34.8,33.6,33.5,34.6,40.9,40.6,40.3,36.0,34.2,32.7,37.0,34.2,32.8,33.2,30.8,28.4,28.4,28.4,27.3,26.1,24.7,25.9,26.9,23.9,24.6,25.4,34.1,36.5,37.1,39.9,40.2,38.2,38.4,37.4,36.1,35.4,36.8,35.5,35.0,34.7,34.1,31.9,30.7,30.6,28.3,28.2,28.2,30.0,30.8,30.8,32.1,29.1,35.5,32.4,33.0,31.2,29.8,30.8,29.8,29.7,27.3,29.0,27.9,26.7,26.8,26.7,27.4,26.2,25.7,24.8,24.2,24.5,22.7,24.2,24.3,24.4,24.3,24.4,26.0,26.3,27.1,30.8,29.0,28.2,29.7,32.2,33.7,37.8,37.0,37.0,Salt Production,USGS,World,World,Global,1998 USD/metric ton,Price
Salt Production_Annual production_World,12200000.0,12300000.0,12600000.0,12400000.0,13200000.0,13700000.0,13900000.0,,,,,,,17600000.0,16900000.0,15300000.0,17100000.0,17600000.0,17800000.0,19800000.0,21900000.0,17600000.0,23400000.0,23300000.0,23700000.0,25000000.0,26200000.0,26100000.0,27100000.0,25700000.0,28100000.0,24400000.0,26200000.0,28500000.0,30200000.0,30700000.0,31800000.0,30200000.0,27900000.0,32000000.0,33200000.0,36700000.0,38600000.0,41200000.0,40400000.0,36000000.0,38300000.0,40500000.0,44000000.0,43000000.0,48100000.0,55900000.0,54200000.0,59300000.0,60500000.0,65000000.0,68200000.0,71900000.0,74800000.0,79700000.0,84800000.0,85000000.0,91500000.0,96100000.0,98600000.0,109000000.0,111000000.0,119000000.0,126000000.0,137000000.0,146000000.0,144000000.0,146000000.0,155000000.0,166000000.0,162000000.0,161000000.0,157000000.0,168000000.0,173000000.0,169000000.0,171000000.0,164000000.0,159000000.0,173000000.0,173000000.0,175000000.0,179000000.0,186000000.0,192000000.0,183000000.0,202000000.0,185000000.0,187000000.0,191000000.0,199000000.0,204000000.0,221000000.0,200000000.0,210000000.0,195000000.0,199000000.0,214000000.0,225000000.0,235000000.0,249000000.0,261000000.0,261000000.0,261000000.0,265000000.0,269000000.0,272000000.0,259000000.0,296000000.0,293000000.0,290000000.0,280000000.0,288000000.0,Salt Production,USGS,World,World,Global,Metric tons,Annual production
