Tin_Annual Production_AU,National,AU,Australia,Tin,Annual Production,Thousands Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.1,4.9,4.8,3.1,4.3,3.9,4.1,4.7,4.2,4.2,3.0,2.7,3.1,3.2,3.2,3.2,3.0,3.2,3.0,1.6,1.7,2.0,2.4,2.4,2.9,2.8,3.0,3.3,3.3,3.6,3.7,3.1,2.6,2.5,2.4,2.3,2.4,1.9,2.0,2.0,1.5,1.7,1.5,2.1,2.0,1.9,1.8,2.2,2.3,2.3,2.6,2.7,2.7,3.1,3.2,3.7,3.7,3.8,4.2,5.2,6.3,7.0,6.9,6.7,5.3,5.4,5.4,6.0,4.9,5.2,4.7,3.6,2.9,2.9,2.7,2.2,0.8,0.5,0.4,0.4,0.6,0.6,0.5,0.4,0.4,0.5,0.6,0.7,0.6,0.6,1.0,0.8,0.7,,,,,,,,,,,,,,,,,,,,,,
Sulphuric Acid_Annual Production_CD,National,CD,Zaire,Sulphuric Acid,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,16.0,9.0,3.0,1.0,,6.0,7.0,11.0,13.0,12.0,,,,,,,19.0,22.0,25.0,31.0,39.0,43.0,54.0,61.0,84.0,112.0,117.0,123.0,127.0,115.0,,101.0,103.0,94.0,107.0,116.0,124.0,128.0,127.0,126.0,135.0,140.0,145.0,154.0,168.0,176.0,173.0,172.0,138.0,135.0,150.0,144.0,146.0,160.0,153.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artificial and Synthetic Fibers_Annual Production_CO,National,CO,Colombia,Synthetic Filaments,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.3,0.5,0.6,0.6,0.7,1.0,1.4,,1.5,1.4,1.7,1.8,3.7,5.4,5.2,6.8,6.3,8.1,7.8,7.8,7.7,7.0,11.9,13.9,13.9,13.0,11.9,14.3,17.7,20.0,21.8,26.0,29.0,31.4,30.0,32.6,37.4,42.3,44.4,40.4,41.4,45.8,41.8,41.8,48.8,49.8,48.8,51.3,51.5,53.0,58.0,74.9,77.0,82.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Sulphuric Acid_Annual Production_East Germany,National,East Germany,East Germany,Sulphuric Acid,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,,190.0,,300.0,354.0,370.0,446.0,531.0,592.0,611.0,640.0,650.0,689.0,730.0,819.0,861.0,919.0,937.0,985.0,973.0,988.0,1078.0,1104.0,1099.0,1076.0,1045.0,1058.0,1005.0,1002.0,957.0,927.0,971.0,952.0,958.0,948.0,920.0,926.0,885.0,883.0,883.0,867.0,799.0,835.0,431.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caustic Soda_Annual Production_AR,National,AR,Argentina,Caustic Soda,Annual Production,Thousands Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,23.0,28.0,30.0,26.0,28.0,31.0,31.0,30.0,35.0,37.0,37.0,40.0,51.0,54.0,47.0,54.0,55.0,58.0,61.0,76.0,75.0,69.0,79.0,88.0,95.0,113.0,123.0,120.0,117.0,113.0,110.0,121.0,101.0,110.0,104.0,105.0,115.0,128.0,125.0,121.0,129.0,119.0,117.0,242.0,230.0,210.0,160.0,156.0,172.0,186.0,155.0,149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulphuric Acid_Annual Production_CH,National,CH,Switzerland,Sulphuric Acid,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,30.0,,,,,,,,,,,,,120.0,,,,,,,,120.0,120.0,140.0,150.0,119.0,147.0,120.0,84.0,120.0,180.0,128.0,125.0,121.0,129.0,160.0,163.0,122.0,148.0,159.0,194.0,169.0,164.0,149.0,164.0,168.0,165.0,165.0,,,,,122.0,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulphuric Acid_Annual Production_BE,National,BE,Belgium,Sulphuric Acid,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,165.0,,,,,,,,,,,,,420.0,,,,,,,,,,,,462.0,,,,496.0,585.0,396.0,344.0,,625.0,,,,749.0,,,,,,,122.0,545.0,729.0,829.0,780.0,880.0,934.0,846.0,767.0,966.0,1143.0,1116.0,1073.0,1133.0,1249.0,1423.0,1322.0,1233.0,1249.0,1348.0,1488.0,1362.0,1484.0,1746.0,1837.0,1794.0,1932.0,2460.0,2595.0,2590.0,1844.0,1891.0,2011.0,2112.0,2299.0,2151.0,1974.0,1718.0,1898.0,2247.0,2107.0,1957.0,2069.0,2136.0,1956.0,1906.0,1936.0,1906.0,1593.0,717.0,673.0,678.0,668.0,596.0,709.0,721.0,723.0,705.0,623.0,,,,,,,,,,,,,,,,,,,,,,
Tin_Annual Production_MY,National,MY,Malaysia,Tin,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,67.0,70.0,66.0,65.0,56.0,60.0,50.0,51.0,53.0,58.0,72.0,76.0,77.0,78.0,101.0,107.0,98.0,89.0,51.0,48.0,50.0,61.0,86.0,97.0,65.0,82.0,129.0,127.0,10.0,15.0,5.0,2.0,12.0,30.0,50.0,64.0,70.0,67.0,64.0,63.0,72.0,72.0,74.0,72.0,46.0,46.0,78.0,80.0,83.0,85.0,73.0,74.0,72.0,78.0,90.0,88.0,91.0,87.0,91.0,82.0,84.0,83.0,77.0,66.0,72.0,73.0,71.0,70.0,63.0,53.0,46.0,45.0,44.0,44.0,47.0,52.0,49.0,43.0,46.0,40.0,38.0,39.0,38.0,35.0,27.0,29.0,26.0,30.0,31.0,18.0,,,,,,,,,,,,,,,,,,,,,,
Tin_Annual Production_TH,National,TH,Thailand,Tin,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,17.0,27.0,25.0,22.0,22.0,22.0,22.0,23.0,20.0,17.0,20.0,23.0,29.0,33.0,35.0,33.0,26.0,19.0,20.0,18.0,20.0,15.0,15.0,20.0,20.0,15.0,11.0,8.0,8.0,8.0,11.0,12.0,15.0,17.0,17.0,23.0,18.0,12.0,,,,,,,,,,,,,,,,,,,,,,
Caustic Soda_Annual Production_BR,National,BR,Brazil,Caustic Soda,Annual Production,Thousands Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,15.0,31.0,50.0,50.0,60.0,63.0,68.0,77.0,84.0,85.0,89.0,89.0,99.0,112.0,138.0,115.0,137.0,136.0,197.0,210.0,214.0,241.0,259.0,317.0,577.0,645.0,691.0,759.0,760.0,746.0,857.0,886.0,988.0,954.0,1007.0,1126.0,1105.0,1211.0,1238.0,1271.0,1273.0,1270.0,1322.0,1379.0,1356.0,1352.0,1353.0,1174.0,1206.0,1255.0,1296.71,1351.878,1375.175,1423.541,1342.353,,,,,,,,,,,,,,,,,
Zinc_Annual Production_MX,National,MX,Mexico,Zinc,Annual Production,Thousands Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,5.9,6.4,11.0,15.0,29.0,36.0,30.0,27.0,29.0,32.0,31.0,34.0,37.0,36.0,34.0,32.0,52.0,54.0,49.0,49.0,42.0,57.0,48.0,54.0,54.0,60.0,50.0,53.0,55.0,56.0,56.0,57.0,58.0,56.0,53.0,52.0,57.0,57.0,59.0,59.0,59.0,71.0,80.0,80.0,81.0,78.0,84.0,71.0,137.0,154.0,175.0,174.0,173.0,162.0,144.0,126.0,127.0,174.0,166.0,175.0,174.0,188.0,108.0,103.0,108.0,91.0,115.0,115.0,220.0,226.0,235.0,241.0,241.0,220.0,241.0,310.0,309.0,325.0,,,,,,,,,,,,,,,,,,,,,,
Synthetic Filaments_Annual Production_RU,National,RU,Russia,Synthetic Filaments,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,2.8,,,,8.0,8.6,0.9,11.5,11.1,,,,,1.1,3.2,6.7,11.1,17.0,24.2,34.1,49.4,62.3,78.9,110.0,129.0,149.0,166.0,180.0,211.0,251.0,277.0,309.0,361.0,408.0,458.0,511.0,554.0,584.0,623.0,676.0,746.0,830.0,887.0,955.0,1020.0,1088.0,1131.0,1101.0,1176.0,1213.0,1255.0,1353.0,1401.0,1394.0,1480.0,1517.0,1554.0,1595.0,,309.0,245.0,170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caustic Soda_Annual Production_JP,National,JP,Japan,Caustic Soda,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,2.3,3.0,3.0,,,,,,4.4,,,,,8.7,4.1,12.0,8.8,20.0,22.0,25.0,22.0,20.0,23.0,27.0,39.0,50.0,77.0,120.0,191.0,245.0,299.0,369.0,447.0,457.0,406.0,334.0,228.0,226.0,157.0,57.0,26.0,40.0,105.0,146.0,195.0,325.0,268.0,372.0,445.0,502.0,626.0,677.0,592.0,720.0,843.0,922.0,975.0,1082.0,1239.0,1305.0,1398.0,1648.0,1911.0,2206.0,2606.0,2809.0,2900.0,3136.0,3068.0,2861.0,2819.0,2785.0,2693.0,2930.0,3063.0,2786.0,2709.0,2778.0,2993.0,2982.0,2984.0,3131.0,3403.0,3564.0,3800.0,3788.0,3751.0,3664.0,3672.0,3885.0,3940.0,4259.0,4124.0,4215.0,4337.0,4291.0,4271.0,4369.0,,,,,,,,,,,,,,,,,,,,,,
Synthetic Filaments_Annual Production_KR,National,KR,South Korea,Synthetic Filaments,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,5.0,8.0,16.0,38.0,53.0,74.0,121.0,141.0,167.0,268.0,258.0,207.0,237.0,264.0,309.0,353.0,327.0,340.0,390.0,417.0,440.0,505.0,550.0,654.0,730.0,1078.0,1165.0,1216.0,1278.0,1314.0,1365.0,1421.0,1372.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silver_Annual Production_PH,National,PH,Phillipine,Silver,Annual Production,Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,6.0,7.0,10.0,15.0,22.0,36.0,42.0,40.0,39.0,7.0,1.0,,,,,6.0,8.0,8.0,8.0,22.0,18.0,16.0,16.0,17.0,15.0,16.0,16.0,35.0,25.0,21.0,26.0,28.0,29.0,36.0,43.0,47.0,49.0,53.0,60.0,57.0,59.0,53.0,50.0,46.0,50.0,51.0,57.0,61.0,63.0,62.0,57.0,49.0,52.0,52.0,51.0,55.0,51.0,47.0,35.0,31.0,33.0,30.0,28.0,24.0,21.0,18.0,18.0,24.0,30.0,9.0,10.0,9.31400000000001,19.146,23.502,27.754,12.694,,,,,,,,,,,,,,,,,
Synthetic Filaments_Annual Production_PL,National,PL,Poland,Synthetic Filaments,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.4,0.5,0.6,0.9,1.6,2.4,2.6,2.7,3.6,3.5,3.8,4.7,5.7,5.9,7.5,10.2,8.1,11.8,14.5,17.2,20.0,16.8,,8.7,11.9,18.0,22.3,24.9,27.4,32.0,41.3,48.2,54.0,59.0,62.9,65.9,68.6,77.6,82.5,84.6,87.3,94.3,102.0,108.0,115.0,122.0,129.0,136.0,149.0,160.0,176.0,186.0,213.0,229.0,237.0,240.0,231.0,244.0,182.0,179.0,201.0,210.0,210.0,204.0,210.0,214.0,221.0,135.0,105.0,104.0,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrochloric Acid_Annual Production_AU,National,AU,Australia,Hydrochloric Acid,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,2.7,2.8,2.5,3.7,3.7,2.6,3.7,3.7,1.9,4.1,3.1,3.5,2.4,2.0,1.9,1.8,2.0,2.4,2.4,2.7,3.3,3.7,3.9,3.7,3.8,4.4,4.4,4.6,5.5,6.9,8.0,36.0,38.0,43.0,47.0,41.0,47.0,43.0,47.0,48.0,50.0,55.0,63.0,59.0,55.0,61.0,59.0,58.0,54.0,62.0,68.0,,61.0,58.0,,62.0,59.0,59.0,59.0,59.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulphuric Acid_Annual Production_PE,National,PE,Peru,Sulphuric Acid,Annual Production,Thousands Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,5.9,5.9,5.9,2.6,2.8,6.1,3.6,8.4,10.0,10.0,10.0,12.0,12.0,10.0,13.0,16.0,18.0,30.0,29.0,29.0,33.0,37.0,38.0,39.0,37.0,46.0,56.0,60.0,19.0,61.0,67.0,54.0,54.0,57.0,63.0,58.0,68.0,62.0,184.0,227.0,210.0,205.0,213.0,209.0,212.0,174.0,193.0,172.0,207.0,143.0,229.0,215.0,211.0,230.0,410.0,541.0,592.0,594.0,623.0,574.0,633.0,,,,,,,,,,,,,,,,,,,,,,
Caustic Soda Acid_Annual Production_US,National,US,United States of America,Caustic Soda,Annual Production,Thousands Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.0,,,,,79.0,,,,,120.0,,,,,265.0,,,,,284.0,,217.0,,396.0,,451.0,,520.0,,691.0,,598.0,,623.0,,689.0,,879.0,,948.0,···,1297.0,1428.0,1614.0,1698.0,1691.0,1699.0,1908.0,2156.0,2017.0,2278.0,2818.0,2750.0,2960.0,3093.0,3552.0,3835.0,3934.0,3623.0,4308.0,4510.0,4458.0,4976.0,5275.0,5796.0,6197.0,6891.0,7618.0,8045.0,8997.0,9200.0,8769.0,9269.0,9694.0,10341.0,8410.0,9202.0,9977.0,10258.0,11572.0,10544.0,9633.0,8512.0,9106.0,9899.0,9805.0,9643.0,10480.0,9556.0,10599.0,11116.0,11114,11292,11308,11388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulphuric Acid_Annual Production_NO,National,NO,Norway,Sulphuric Acid,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,30.0,35.0,40.0,57.0,69.0,68.0,67.0,67.0,79.0,78.0,83.0,77.0,71.0,88.0,87.0,90.0,90.0,104.0,110.0,124.0,139.0,214.0,262.0,310.0,312.0,314.0,355.0,382.0,381.0,328.0,405.0,384.0,381.0,386.0,354.0,407.0,412.0,440.0,460.0,448.0,484.0,516.0,796.0,,,,615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulphuric Acid_Annual Production_MX,National,MX,Mexico,Sulphuric Acid,Annual Production,Thousands Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,57.0,92.0,103.0,110.0,125.0,157.0,186.0,200.0,243.0,269.0,276.0,339.0,387.0,433.0,508.0,579.0,640.0,780.0,1067.0,1235.0,1433.0,1518.0,1966.0,2091.0,2047.0,2178.0,2295.0,2372.0,2041.0,2359.0,2619.0,2732.0,2996.0,3196.0,2222.0,2149.0,,,,,,,,375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zinc_Annual Production_AU,National,AU,Australia,Zinc,Annual Production,Thousands Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.2,0.2,0.5,0.3,0.3,0.3,0.4,0.6,,,,,,0.3,0.3,0.6,1.0,1.0,1.1,,0.5,1.7,2.6,4.2,5.1,5.4,5.3,4.2,10.0,6.6,9.8,1.7,24.0,42.0,47.0,46.0,48.0,50.0,51.0,53.0,56.0,55.0,54.0,55.0,55.0,69.0,72.0,71.0,71.0,72.0,77.0,79.0,75.0,77.0,80.0,85.0,77.0,71.0,83.0,83.0,85.0,78.0,89.0,92.0,106.0,103.4,107.4,112.4,117.3,118.3,122.4,141.7,172.0,187.4,192.7,205.0,202.0,202.8,212.7,238.5,269.9,261.0,282.7,310.0,289.0,250.0,210.6,268.7,267.2,313.2,305.0,279.0,305.5,292.5,302.8,292.3,301.5,304.5,309.7,308.5,299.5,319.5,325.5,332.5,320.0,316.5,334.5,323.5,314.0,323.0,405.0,534.0,572.0,570.0,0.0,,,,,,,,,,,,,,,,,,,,,
Zinc_Annual Production_DZ,National,DZ,Algeria,Zinc,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,6.0,13.0,29.0,21.0,28.0,32.0,29.0,31.0,35.0,36.0,30.0,21.0,27.0,17.0,15.0,25.0,29.0,30.0,20.0,22.0,26.0,31.0,24.0,25.0,19.0,17.0,26.0,25.0,,,,,,,,,,,,,,,,,,,,,,
Caustic Soda_Annual Production_EG,National,EG,Egypt,Caustic Soda,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,6.0,6.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,15.0,18.0,18.0,16.0,19.0,19.0,19.0,20.0,20.0,20.0,18.0,16.0,14.0,30.0,37.0,27.0,28.0,31.0,37.0,44.0,43.0,45.0,49.0,50.0,48.0,55.0,54.0,55.0,51.0,53.0,58.0,59.0,59.0,49.0,48.0,50.0,37.0,51.0,58.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,
