ID,2008,2009,2010,2011,2012,2013,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Sensible Heat Storage_Cumulative Rated Power_ES,50000,101400,201300,271200,451200,650200,Sensible Heat Storage,Spain,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,ES
Sensible Heat Storage_Cumulative Rated Capacity_ES,50000,101400,201300,271200,451200,650200,Sensible Heat Storage,Spain,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,ES
