ID,2015,2017,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-Ion Battery Storage_Cumulative Rated Power_BJ,90,190,Lithium-Ion Battery Storage,Benin,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,BJ
Lithium-Ion Battery Storage_Cumulative Rated Capacity_BJ,90,190,Lithium-Ion Battery Storage,Benin,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,BJ
