ID,2010,2012,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-Ion Battery Storage_Cumulative Rated Power_TW,100,725,Lithium-Ion Battery Storage,Taiwan,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,TW
Lithium-Ion Battery Storage_Cumulative Rated Capacity_TW,100,725,Lithium-Ion Battery Storage,Taiwan,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,TW
