ID,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,Data Source,Metric,Technology Name,Spatial Scale,Country Name,Country Code,Unit
Sodium_Price_World,17.38629283,17.28571429,17.15892673,16.66359918,16.56326531,16.9160696,16.86591607,16.93429158,15.99188641,15.22619048,14.9154519,14.86153846,14.95098963,14.41500904,13.97076526,14.22026801,PCDB,Price,Sodium,Global,World,World,Price (1966 USD/lbs)
Sodium_Annual production_World,266.0,220.6,224.0,227.6,218.2,238.2,251.2,278.6,303.2,329.8,329.0,312.8,329.4,342.4,306.2,321.0,PCDB,Annual production,Sodium,Global,World,World,Yearly Production (Mil. lbs)
