,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,Technology Name,Country Name,Country Code,Spatial Scale,Unit,Metric,Data Source,ID
0,10.0,11.0,13.0,16.0,19.0,25.0,34.0,42.0,49.0,52.0,54.0,57.0,61.0,62.0,65.0,68.0,70.0,74.0,76.0,81.0,82.0,83.0,85.0,88.0,Household Internet access,United States,US,National,Percentage,Share of households,OWD,Internet_Share of households_US
