ID,2018,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped hydro storage_Cumulative Total Capacity_IL,300000,Pumped hydro storage,Israel,kW,DOE Global Energy Storage Database,Cumulative Total Capacity,National,IL
