ID,2017,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-ion battery storage_Cumulative Total Capacity_CM,100,Lithium-ion battery storage,Cameroon,kW,DOE Global Energy Storage Database,Cumulative Total Capacity,National,CM
