ID,2016,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Electro-Chemical Capacitor_Cumulative Rated Power_CN,1000,Electro-Chemical Capacitor,China,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,CN
Electro-Chemical Capacitor_Cumulative Rated Capacity_CN,1000,Electro-Chemical Capacitor,China,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,CN
