ID,2016,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-Ion Battery Storage_Cumulative Rated Power_EG,30000,Lithium-Ion Battery Storage,Egypt,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,EG
Lithium-Ion Battery Storage_Cumulative Rated Capacity_EG,30000,Lithium-Ion Battery Storage,Egypt,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,EG
