ID,2016,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-ion battery storage_Cumulative Total Capacity_PH,10000,Lithium-ion battery storage,Philippines,kW,DOE Global Energy Storage Database,Cumulative Total Capacity,National,PH
