ID,2016,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Sensible heat storage_Cumulative Total Capacity_MA,160000,Sensible heat storage,Morocco,kW,DOE Global Energy Storage Database,Cumulative Total Capacity,National,MA
