Country Code,Country Name,Technology Name,Unit,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
DK,Denmark,Nuclear generation,Terawatt-hours,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EE,Estonia,Nuclear generation,Terawatt-hours,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FI,Finland,Nuclear generation,Terawatt-hours,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.642105263157895,3.241052631578947,6.6947368421052635,6.973684210526315,14.563157894736841,16.658947368421053,17.596842105263157,18.73578947368421,18.926315789473684,18.945263157894736,19.509473684210523,19.417894736842104,18.957894736842107,19.082105263157892,19.37578947368421,19.126315789473686,19.789473684210527,19.29263157894737,19.082105263157892,19.662105263157894,21.106315789473687,22.08,23.221052631578946,22.710526315789473,23.004105263157896,22.520842105263156,22.97884210526316,22.962,23.532947368421052,23.161684210526314,23.685473684210525,23.21021052631579,23.79031578947368,23.041052631578946,23.43736842105263,23.223999999999997,23.866842105263157,23.837894736842106,23.501052631578947,23.45263157894737,22.709473684210526,23.032631578947367,24.121052631578944,23.530526315789473,23.841052631578947
FR,France,Nuclear generation,Terawatt-hours,0.897,1.395,2.076,3.085,3.6,5.711,9.329,14.591000000000001,14.751,14.71,18.248,15.778,17.941,30.452,39.96,61.251000000000005,105.32600000000001,108.919,144.261,191.234,224.1,254.155,265.52,275.521,303.931,314.081,331.34000000000003,338.445,368.188,359.981,377.231,397.34000000000003,395.483,387.99,394.244,415.16200000000003,421.076,436.76,441.07,448.241,451.529,450.19100000000003,439.73,439.447,409.736,428.521,442.38800000000003,425.406,423.685,436.479,437.427808,403.195482,398.359129,412.94181199999997,399.011587,353.832867,379.36129200000005
DE,Germany,Nuclear generation,Terawatt-hours,0.117,0.265,1.225,1.766,4.937,6.494,6.216,9.522,12.106,14.459,24.138,29.533,41.255,43.873,52.064,55.589,65.533,74.426,78.063,104.31700000000001,138.641,130.489,141.725,156.82,161.671,152.5,147.4,158.8,153.5,151.2,154.1,161.613,170.328,161.6,170.004,169.606,171.305,164.842,165.06,167.065,163.039,167.356,140.534,148.777,134.932,140.556,107.971227,99.46,97.29,97.129,91.786311,84.63436709999999,76.32440109999999,76.004802,75.071236,64.382397,69.0
GR,Greece,Nuclear generation,Terawatt-hours,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HU,Hungary,Nuclear generation,Terawatt-hours,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.473,3.766,6.48,7.424,10.986,13.445,13.891,13.731,13.726,13.964,13.796000000000001,14.049,14.026,14.18,13.968,13.949,14.096,14.18,14.126,13.953,11.013,11.915000000000001,13.834,13.461,14.677,14.818,15.426,15.761000000000001,15.685026,15.793014,15.369603999999999,15.648624,15.834396000000002,16.053915,16.097596,15.733,16.288,16.055,15.990215000000001
IS,Iceland,Nuclear generation,Terawatt-hours,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IE,Ireland,Nuclear generation,Terawatt-hours,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IT,Italy,Nuclear generation,Terawatt-hours,3.5100000000000002,3.863,3.152,2.576,1.679,3.176,3.365,3.626,3.142,3.41,3.8000000000000003,3.807,3.3850000000000002,4.428,2.628,2.208,2.707,6.804,5.783,6.8870000000000005,7.024,8.758000000000001,0.17400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LV,Latvia,Nuclear generation,Terawatt-hours,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT,Lithuania,Nuclear generation,Terawatt-hours,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.479613,9.881778400000002,9.183513200000002,12.811840600000002,16.6522992,17.033,17.0,14.638,12.26,7.706,11.822000000000001,13.942,12.024000000000001,13.554,9.862,8.419,11.362,14.142,15.484,15.101600000000001,10.3376,8.651200000000001,9.8329,9.8937,10.8526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LU,Luxembourg,Nuclear generation,Terawatt-hours,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,Netherlands,Nuclear generation,Terawatt-hours,0.0,0.0,0.0,0.028,0.315,0.368,0.405,0.326,1.108,3.277,3.335,3.872,3.71,4.0600000000000005,3.489,4.2,3.658,3.8970000000000002,3.589,3.7110000000000003,3.899,4.216,3.556,3.6750000000000003,4.019,3.5020000000000002,3.329,3.8000000000000003,3.948,3.967,4.018,4.16,2.408,3.809091,3.828213,3.919208,3.972571,3.9135400000000002,4.017989,3.822018,3.997456,3.469439,4.200313,4.168889,4.248333,3.969167,4.140775,3.91471,2.890859,4.091306,4.078041000000001,3.9602779999999997,3.4024780000000003,3.51477,3.909748,4.087363,3.826152479689521
MK,North Macedonia,Nuclear generation,Terawatt-hours,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,Norway,Nuclear generation,Terawatt-hours,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PL,Poland,Nuclear generation,Terawatt-hours,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,Portugal,Nuclear generation,Terawatt-hours,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,Romania,Nuclear generation,Terawatt-hours,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3860000000000001,5.4,5.307,5.198,5.456,5.446,5.513,4.906,5.548,5.555,5.632,7.7090000000000005,11.226,11.752,11.623000000000001,11.747200000000001,11.4662,11.6184,11.675600000000001,11.64,11.286,11.509,11.377,11.28,11.466000000000001,11.284
SK,Slovakia,Nuclear generation,Terawatt-hours,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.232,0.486,0.187,0.442,0.114,0.019,2.1470000000000002,4.523,5.133,5.84,6.15,7.239,9.382,11.716000000000001,11.513,11.474,12.157,12.036,11.689,11.05,11.486,12.595,11.437,11.249,11.073,11.394,13.117,16.494,17.103,17.953,17.864,17.026,17.727,18.012,15.334,16.704,14.081,14.574,15.411,15.495000000000001,15.72,15.499,15.146,14.774000000000001,15.081,14.843,15.282,15.444,15.777976905311778
SI,Slovenia,Nuclear generation,Terawatt-hours,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.622,4.952,3.971,3.956,4.609,4.779,4.562,5.019,5.019,4.696,4.761,5.257,5.5280000000000005,5.207,5.4590000000000005,5.884,5.548,5.695,6.273,5.739,5.657,6.215,5.5280000000000005,5.3,6.37,5.648,5.715,6.285272,5.776439000000001,5.821258,6.352766,5.705951999999999
ES,Spain,Nuclear generation,Terawatt-hours,0.0,0.0,0.0,0.083,0.8290000000000001,0.923,2.523,4.751,6.545,7.223,7.5440000000000005,7.555,6.524,7.649,6.7,5.186,9.568,8.771,10.661,23.086000000000002,28.044,37.458,41.271,50.466,56.126,54.268,55.578,55.782000000000004,56.06,55.313,55.455,56.33,55.298,58.993,58.852000000000004,62.206,63.708,63.016,61.875,63.606,57.539,60.126000000000005,55.103,58.973,52.761300000000006,61.613400000000006,57.73099999482559,61.46999999999999,56.73133299999999,57.30500000000001,57.30499999999999,58.61896056949761,58.112023900000004,55.766,58.277189390000004,58.299428999999996,56.50434883120292
SE,Sweden,Nuclear generation,Terawatt-hours,0.018000000000000002,0.045,0.05,0.023,0.061,0.056,0.09,1.465,2.111,2.054,11.969,15.993,19.913,23.781,21.039,26.488,37.679,39.045,41.004,50.926,58.561,69.95100000000001,67.385,69.424,65.603,68.185,76.761,63.544000000000004,61.395,73.156,69.935,74.274,69.928,73.583,73.188,57.316,72.109,68.111,67.415,77.671,72.691,66.977,66.96900000000001,63.889,52.173,57.728,60.475,64.037,66.45700000000001,64.877,56.348,63.101,65.696,68.549,66.13,49.198,53.08399763018134
CH,Switzerland,Nuclear generation,Terawatt-hours,0.0,0.0,0.0,0.0,0.535,1.766,1.391,3.84,6.3100000000000005,7.067,7.761,7.939,8.114,8.395,11.805,14.346,15.33,15.133000000000001,15.71,18.44,22.401052631578946,22.42421052631579,22.84315789473684,22.63368421052631,22.676842105263155,23.47157894736842,22.793684210526315,23.28526315789474,23.18842105263158,24.193684210526317,24.722105263157893,24.967368421052633,25.232631578947366,25.650526315789474,24.761052631578945,26.262105263157896,26.62421052631579,27.044210526315787,27.29578947368421,26.770526315789475,23.17894736842105,27.625263157894736,27.730526315789472,27.507368421052632,27.493684210526315,26.53157894736842,26.905263157894737,25.626315789473683,26.18,27.757894736842104,23.257894736842104,21.299999999999997,20.525263157894734,24.414,25.28,22.990000000000002,18.53
TR,Turkey,Nuclear generation,Terawatt-hours,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UA,Ukraine,Nuclear generation,Terawatt-hours,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.3068028,42.709081600000005,50.425354000000006,72.00086480000002,66.51638940000001,76.179,75.131,73.75,75.243,68.848,70.523,79.577,79.433,75.239,72.065,77.34100000000001,76.169,77.99,81.406,87.022,88.756,90.22500000000001,92.542,89.84100000000001,82.924,89.152,90.2477,90.1374,83.209,88.38910000000001,87.6274,80.95,85.5762,84.39810000000001,83.0027,76.2027,86.20551312658625
GB,United Kingdom,Nuclear generation,Terawatt-hours,15.135,20.217,23.277,26.19,29.125,26.012,27.548000000000002,29.378,27.997,33.617,30.338,36.155,40.021,37.224000000000004,38.308,37.023,37.969,43.972,49.928000000000004,53.979,61.095,59.079,55.238,63.456,71.734,65.749,70.543,76.807,89.35300000000001,88.282,88.964,94.671,98.146,99.48594916503333,95.13294344435,85.06276572150001,90.0926804491,87.84837926606258,88.68626590896001,79.99910564221473,81.61810284312,75.45065693252724,63.028342696935006,52.48580833475702,69.09769290963001,62.13967325248901,68.98044912180102,70.40506909236501,70.60687708012401,63.74795420251301,70.344902010915,71.726080578005,70.33642626801225,65.0638489215146,56.18393306333566,50.2783,45.86750000000001
AZ,Azerbaijan,Nuclear generation,Terawatt-hours,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BY,Belarus,Nuclear generation,Terawatt-hours,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.338,5.78
KZ,Kazakhstan,Nuclear generation,Terawatt-hours,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1016462,0.0,0.5391668000000001,0.46403700000000003,0.4463594000000001,0.3800684000000001,0.0795492,0.08838800000000001,0.30051920000000004,0.08838800000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
