ID,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,Data Source,Metric,Technology Name,Spatial Scale,Country Name,Country Code,Unit
Styrene_Price_World,12.41397289,11.92363261,11.6605317,10.89387755,10.25997953,9.481064483,8.31724846,7.737322515,7.965277778,7.496598639,6.435576923,5.982092366,5.849005425,5.175408426,4.781407035,PCDB,Price,Styrene,Global,World,World,1966 USD/lb
Styrene_Annual production_World,1223.7,1571.3,1744.6,1761.6,1942.2,2154.4,2571.4,2864.3,3191.4,3278.1,3697.9,4647.9,4335.3,4681.6,5873.2,PCDB,Annual production,Styrene,Global,World,World,million pounds
