ID,1900,1910,1920,1940,1950,1960,1970,Technology Name,Country Name,Country Code,Spatial Scale,Unit,Metric,Data Source
Central heating_Share of Households_US,0.0,0.0,0.01,0.42,0.5,0.66,0.78,Central heating,United States,US,National,Percentage,Share of Households,OWD
