ID,2010,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Latent heat storage_Cumulative Total Capacity_CA,15,Latent heat storage,Canada,kW,DOE Global Energy Storage Database,Cumulative Total Capacity,National,CA
