ID,2021,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-ion battery storage_Cumulative Total Capacity_UA,1043,Lithium-ion battery storage,Ukraine,kW,DOE Global Energy Storage Database,Cumulative Total Capacity,National,UA
