ID,2001,2017,2018,Country Name,Spatial Scale,Country Code,Data Source,Metric,Unit,Technology Name
Space Launches_Yearly Launches_MA,1,1,1,Morocco,National,MA,UNOOSA,Yearly Launches,Number of objects launched into space,Space Launches
