ID,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Sodium-Based Battery Storage_Cumulative Rated Power_GF,1600,Sodium-Based Battery Storage,French Guiana,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,GF
Sodium-Based Battery Storage_Cumulative Rated Capacity_GF,1600,Sodium-Based Battery Storage,French Guiana,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,GF
