ID,1953,1972,1975,1981,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped Hydro Storage_Cumulative Rated Power_SK,24000,84000,282000,1017160,Pumped Hydro Storage,Slovakia,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,SK
Pumped Hydro Storage_Cumulative Rated Capacity_SK,24000,84000,282000,1017160,Pumped Hydro Storage,Slovakia,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,SK
