ID,2017,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Sodium-based battery storage_Cumulative Total Capacity_GR,800,Sodium-based battery storage,Greece,kW,DOE Global Energy Storage Database,Cumulative Total Capacity,National,GR
