ID,Country Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Data Source,Spatial Scale,Metric,Unit,Country Code,Technology Name
Off-Grid Onshore Wind Energy_Installed electricity capacity_TN,Tunisia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,TN,Off-Grid Onshore Wind Energy
Off-Grid Onshore Wind Energy_Installed electricity capacity_TR,Türkiye,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,TR,Off-Grid Onshore Wind Energy
Off-Grid Onshore Wind Energy_Installed electricity capacity_TM,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,TM,Off-Grid Onshore Wind Energy
Off-Grid Onshore Wind Energy_Installed electricity capacity_TC,Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,TC,Off-Grid Onshore Wind Energy
Off-Grid Onshore Wind Energy_Installed electricity capacity_TV,Tuvalu,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,TV,Off-Grid Onshore Wind Energy
Off-Grid Onshore Wind Energy_Installed electricity capacity_UG,Uganda,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,UG,Off-Grid Onshore Wind Energy
Off-Grid Onshore Wind Energy_Installed electricity capacity_UA,Ukraine,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,UA,Off-Grid Onshore Wind Energy
Off-Grid Onshore Wind Energy_Installed electricity capacity_AE,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,AE,Off-Grid Onshore Wind Energy
Off-Grid Onshore Wind Energy_Installed electricity capacity_GB,United Kingdom of Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GB,Off-Grid Onshore Wind Energy
Off-Grid Onshore Wind Energy_Installed electricity capacity_TZ,United Republic of Tanzania,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,TZ,Off-Grid Onshore Wind Energy
Off-Grid Onshore Wind Energy_Installed electricity capacity_US,United States of America,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,US,Off-Grid Onshore Wind Energy
Off-Grid Onshore Wind Energy_Installed electricity capacity_VI,United States Virgin Islands,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,IRENA,National,Installed electricity capacity,MW,VI,Off-Grid Onshore Wind Energy
Off-Grid Onshore Wind Energy_Installed electricity capacity_UY,Uruguay,,,,,,,,,,,,,,,,,,5.1,5.1,7.3,7.3,7.3,IRENA,National,Installed electricity capacity,MW,UY,Off-Grid Onshore Wind Energy
Off-Grid Onshore Wind Energy_Installed electricity capacity_UZ,Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,UZ,Off-Grid Onshore Wind Energy
Off-Grid Onshore Wind Energy_Installed electricity capacity_VU,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,VU,Off-Grid Onshore Wind Energy
Off-Grid Onshore Wind Energy_Installed electricity capacity_VE,Venezuela (Bolivarian Republic of),,,,,,,,,,,,,30.0,71.28,71.28,71.28,71.28,71.28,71.28,71.28,71.28,71.28,IRENA,National,Installed electricity capacity,MW,VE,Off-Grid Onshore Wind Energy
Off-Grid Onshore Wind Energy_Installed electricity capacity_VN,Viet Nam,,,,,,,,,,,,,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,IRENA,National,Installed electricity capacity,MW,VN,Off-Grid Onshore Wind Energy
Off-Grid Onshore Wind Energy_Installed electricity capacity_YE,Yemen,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,YE,Off-Grid Onshore Wind Energy
Off-Grid Onshore Wind Energy_Installed electricity capacity_ZM,Zambia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,ZM,Off-Grid Onshore Wind Energy
Off-Grid Onshore Wind Energy_Installed electricity capacity_ZW,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,ZW,Off-Grid Onshore Wind Energy
On-Grid Solid Biofuels_Installed electricity capacity_AF,Afghanistan,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,AF,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_AL,Albania,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,AL,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_DZ,Algeria,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,DZ,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_AS,American Samoa,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,AS,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_AD,Andorra,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,AD,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_AO,Angola,,,,,,,,,,,,,,,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,IRENA,National,Installed electricity capacity,MW,AO,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_AI,Anguilla,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,AI,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_AG,Antigua and Barbuda,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,AG,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_AR,Argentina,65.618,62.035,91.922,105.743,133.4,148.514,158.686,174.771,189.125,198.128,220.673,220.648,232.695,239.579,227.425,235.082,186.691,227.022,227.626,247.827,248.427,212.827,IRENA,National,Installed electricity capacity,MW,AR,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_AM,Armenia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,AM,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_AW,Aruba,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,AW,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_AU,Australia,332.0,483.0,483.0,483.0,489.0,492.0,555.0,567.0,567.0,597.0,597.0,597.0,597.0,597.0,598.0,598.0,674.0,674.0,674.0,674.0,678.0,678.0,IRENA,National,Installed electricity capacity,MW,AU,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_AT,Austria,780.0,766.0,766.0,766.0,766.0,1118.31,1334.785,1548.85,1542.49,1553.826,1588.634,1627.97,1105.461,1017.352,958.884,938.621,916.695,837.771,824.253,813.428,816.199,816.199,IRENA,National,Installed electricity capacity,MW,AT,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_AZ,Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,AZ,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_BS,Bahamas,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BS,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_BH,Bahrain,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BH,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_BD,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BD,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_BB,Barbados,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BB,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_BY,Belarus,,,,,,,3.5,5.9,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,15.5,15.5,85.5,85.5,IRENA,National,Installed electricity capacity,MW,BY,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_BE,Belgium,47.0,62.0,57.0,121.0,130.0,294.0,307.0,329.0,442.0,554.0,640.0,701.0,678.0,640.0,557.6,591.3,566.3,559.2,526.3,539.2,563.5,573.5,IRENA,National,Installed electricity capacity,MW,BE,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_BZ,Belize,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,27.5,27.5,27.5,27.5,27.5,27.5,27.5,43.5,51.5,51.5,41.5,41.5,41.5,IRENA,National,Installed electricity capacity,MW,BZ,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_BJ,Benin,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BJ,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_BT,Bhutan,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BT,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_BO,Bolivia (Plurinational State of),,,,,,,,25.0,25.0,25.0,25.0,25.0,25.0,25.0,35.0,35.0,42.5,42.5,42.5,46.22,46.25,61.0,IRENA,National,Installed electricity capacity,MW,BO,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_BQ,"Bonaire, Sint Eustatius and Saba",,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BQ,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_BA,Bosnia and Herzegovina,,,,,,,,,,,,,,,,,,,0.25,1.22,1.22,1.22,IRENA,National,Installed electricity capacity,MW,BA,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_BW,Botswana,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BW,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_BR,Brazil,2657.146,2661.447,2670.049,2695.856,3124.0,3297.0,3659.0,4061.0,4952.0,5587.0,7771.0,8865.0,9746.0,11424.0,12145.397,13088.022,13719.408,14303.865,14506.926,14968.527,15213.695,15852.833,IRENA,National,Installed electricity capacity,MW,BR,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_VG,British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,VG,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_BN,Brunei Darussalam,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BN,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_BG,Bulgaria,52.0,52.0,52.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,14.0,30.0,30.0,34.0,19.0,22.973,33.019,23.513,15.064,15.064,IRENA,National,Installed electricity capacity,MW,BG,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_BF,Burkina Faso,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BF,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_BI,Burundi,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BI,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_CV,Cabo Verde,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,CV,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_KH,Cambodia,,,,,,0.102,4.512,4.602,5.092,5.776,5.776,4.5,31.5,23.57,31.64,28.945,26.57,46.57,47.27,47.27,38.27,38.27,IRENA,National,Installed electricity capacity,MW,KH,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_CM,Cameroon,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,CM,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_CA,Canada,1227.0,1555.0,1655.0,1955.0,1897.0,1708.0,1715.0,1715.0,1639.0,1708.0,1773.0,1802.0,1858.0,1886.0,2342.0,2318.0,2385.0,2465.0,2477.0,2233.0,2233.0,2233.0,IRENA,National,Installed electricity capacity,MW,CA,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_KY,Cayman Islands,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,KY,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_CF,Central African Republic,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,CF,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_TD,Chad,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,IRENA,National,Installed electricity capacity,MW,TD,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_CL,Chile,22.0,22.0,22.0,22.0,22.0,36.0,36.0,44.0,81.0,490.0,526.0,548.0,832.0,1240.0,884.0,417.0,410.0,410.0,410.0,441.627,396.316,374.763,IRENA,National,Installed electricity capacity,MW,CL,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_CN,China,1100.0,1120.0,1652.0,1850.0,1900.0,2000.0,2500.0,3000.0,3270.0,4600.0,2258.0,2595.5,3335.5,4196.3,4449.564,5304.352,6049.938,7140.0,8030.0,9728.9,13616.559,17020.559,IRENA,National,Installed electricity capacity,MW,CN,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_TW,Chinese Taipei,85.1,90.6,119.659,98.951,97.59,89.502,88.141,86.78,86.78,86.78,86.78,81.336,81.336,81.336,81.336,78.814,78.814,78.814,79.429,75.396,82.64,90.683,IRENA,National,Installed electricity capacity,MW,TW,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_CO,Colombia,80.0,80.0,80.0,80.0,80.0,80.0,94.0,94.0,94.0,114.0,173.7,180.0,182.0,186.5,214.5,236.5,253.0,306.2,316.2,316.2,319.2,387.2,IRENA,National,Installed electricity capacity,MW,CO,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_KM,Comoros,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,KM,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_CG,Congo,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,IRENA,National,Installed electricity capacity,MW,CG,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_CK,Cook Islands,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,CK,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_CR,Costa Rica,12.0,12.0,12.0,16.5,24.0,24.0,24.0,30.0,30.0,30.0,30.0,30.0,30.0,34.0,34.0,34.0,40.0,40.0,52.5,71.0,71.0,71.0,IRENA,National,Installed electricity capacity,MW,CR,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_CI,Côte d'Ivoire,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,CI,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_HR,Croatia,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,7.0,7.0,8.0,25.0,26.0,42.0,64.8,75.5,80.2,90.2,IRENA,National,Installed electricity capacity,MW,HR,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_CU,Cuba,,,,,,677.1,445.0,546.0,546.0,546.5,548.5,543.9,519.4,469.6,498.14,529.54,494.54,531.54,553.54,841.24,950.54,950.54,IRENA,National,Installed electricity capacity,MW,CU,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_CW,Curaçao,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,CW,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_CY,Cyprus,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,CY,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_CZ,Czechia,68.0,68.0,68.0,68.0,103.0,102.0,133.0,176.0,213.0,254.0,271.0,306.0,330.0,306.0,355.0,380.0,376.0,402.0,385.0,434.0,452.0,452.0,IRENA,National,Installed electricity capacity,MW,CZ,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_KP,Democratic People's Republic of Korea,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,KP,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_CD,Democratic Republic of the Congo,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,CD,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_DK,Denmark,86.0,133.0,215.0,311.0,474.0,584.0,455.0,333.0,553.0,705.0,868.237,920.648,1155.55,918.719,989.359,973.414,1031.697,1501.26,1484.664,1501.26,1484.664,1482.664,IRENA,National,Installed electricity capacity,MW,DK,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_DJ,Djibouti,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,DJ,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_DM,Dominica,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,DM,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_DO,Dominican Republic,,,,,,,,,,,,,,,,,30.0,30.0,30.0,30.0,30.0,30.0,IRENA,National,Installed electricity capacity,MW,DO,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_EC,Ecuador,,,,,35.0,64.8,73.8,73.8,106.8,106.8,101.3,101.3,101.3,101.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,IRENA,National,Installed electricity capacity,MW,EC,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_EG,Egypt,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,IRENA,National,Installed electricity capacity,MW,EG,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_SV,El Salvador,20.0,81.0,85.5,113.0,109.0,109.0,109.0,115.0,110.0,129.5,129.5,195.4,252.2,263.45,298.35,195.4,252.2,263.45,298.35,298.35,293.6,293.6,IRENA,National,Installed electricity capacity,MW,SV,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_GQ,Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GQ,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_ER,Eritrea,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,ER,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_EE,Estonia,5.0,5.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,58.0,138.0,145.0,163.0,150.0,165.0,165.0,165.0,165.0,165.0,180.0,200.0,155.0,IRENA,National,Installed electricity capacity,MW,EE,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_SZ,Eswatini,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,123.0,123.0,123.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,IRENA,National,Installed electricity capacity,MW,SZ,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_ET,Ethiopia,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,71.0,71.0,119.0,145.0,205.0,265.0,265.0,265.0,310.0,IRENA,National,Installed electricity capacity,MW,ET,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_FK,Falkland Islands (Malvinas),,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,FK,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_FO,Faroe Islands,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,FO,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_FJ,Fiji,23.3,23.3,23.3,23.3,23.3,23.3,32.6,32.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,53.6,53.6,53.6,53.6,61.3,IRENA,National,Installed electricity capacity,MW,FJ,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_FI,Finland,1500.0,1600.0,1600.0,1700.0,1700.0,1720.0,1730.0,1757.0,1755.0,1653.0,1653.0,1759.0,1727.0,1751.0,1751.0,1751.0,1747.0,1966.0,1966.0,1963.0,2442.0,2477.0,IRENA,National,Installed electricity capacity,MW,FI,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_FR,France,182.0,189.0,190.0,190.0,202.0,211.0,213.0,245.0,251.0,248.0,353.0,330.062,359.529,446.436,460.556,525.508,610.341,623.044,826.973,873.517,846.514,909.514,IRENA,National,Installed electricity capacity,MW,FR,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_GF,French Guiana,,,,,,,,,,,1.976,1.976,1.976,1.976,1.976,1.976,1.976,1.976,1.976,1.976,1.976,1.976,IRENA,National,Installed electricity capacity,MW,GF,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_PF,French Polynesia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,PF,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_GA,Gabon,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GA,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_GM,Gambia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GM,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_GE,Georgia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GE,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_DE,Germany,129.0,190.0,285.0,859.0,1020.0,1218.0,1411.0,1431.0,1457.0,1470.0,1502.0,1554.0,1558.0,1623.0,1589.0,1592.0,1600.0,1601.0,1585.0,1598.0,1597.0,1597.0,IRENA,National,Installed electricity capacity,MW,DE,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_GH,Ghana,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GH,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_GR,Greece,,,,,,,,,,,,,,,,2.0,2.0,2.56,11.88,13.113,14.111,14.111,IRENA,National,Installed electricity capacity,MW,GR,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_GL,Greenland,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GL,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_GD,Grenada,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GD,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_GP,Guadeloupe,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.6,30.6,30.6,30.6,30.6,IRENA,National,Installed electricity capacity,MW,GP,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_GU,Guam,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GU,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_GT,Guatemala,163.7,200.0,182.7,182.7,182.7,238.2,306.5,306.5,350.8,373.0,371.5,383.5,473.0,596.8,713.153,869.353,1052.853,1083.653,1096.123,1028.564,1028.564,1029.864,IRENA,National,Installed electricity capacity,MW,GT,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_GN,Guinea,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GN,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_GW,Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GW,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_GY,Guyana,,,,,,,,,,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,IRENA,National,Installed electricity capacity,MW,GY,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_HT,Haiti,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,HT,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_HN,Honduras,1.5,1.5,8.0,16.0,31.8,57.6,57.6,65.6,79.6,89.3,89.3,135.3,104.5,123.25,123.25,160.9,205.9,205.9,205.9,217.57,217.57,217.57,IRENA,National,Installed electricity capacity,MW,HN,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_HU,Hungary,5.0,5.0,44.0,40.0,189.0,337.0,328.0,306.0,356.0,464.0,469.0,436.0,260.0,247.0,467.0,422.0,322.0,386.0,414.0,402.0,397.0,397.0,IRENA,National,Installed electricity capacity,MW,HU,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_IS,Iceland,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,IS,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_IN,India,346.9,415.4,483.93,613.43,749.53,868.53,1112.0,1325.63,1752.03,2137.5,2673.0,3095.13,3291.68,3488.23,4165.55,4550.55,7907.34,8413.8,9075.5,9186.5,9373.87,9403.56,IRENA,National,Installed electricity capacity,MW,IN,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_ID,Indonesia,10.0,10.0,10.0,10.0,10.0,10.0,27.0,27.0,27.0,27.0,44.0,54.0,64.0,64.0,74.4,54.29,86.29,123.54,142.02,147.02,150.52,150.52,IRENA,National,Installed electricity capacity,MW,ID,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_IR,Iran (Islamic Republic of),,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,IR,On-Grid Solid Biofuels
On-Grid Solid Biofuels_Installed electricity capacity_IQ,Iraq,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,IQ,On-Grid Solid Biofuels
