ID,Country Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Data Source,Spatial Scale,Metric,Unit,Country Code,Technology Name
On-Grid Oil_Installed electricity capacity_PK,Pakistan,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,PK,On-Grid Oil
On-Grid Oil_Installed electricity capacity_PW,Palau,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,38.98,38.98,39.175,39.175,31.995,31.995,31.995,31.995,31.995,31.995,31.995,31.995,IRENA,National,Installed electricity capacity,MW,PW,On-Grid Oil
On-Grid Oil_Installed electricity capacity_PA,Panama,625.197,631.778,703.225,703.185,643.161,643.307,600.568,643.368,766.368,916.768,1016.768,970.765,801.0,892.0,999.0,1052.0,1083.0,1073.0,1073.0,983.4,918.162,604.862,IRENA,National,Installed electricity capacity,MW,PA,On-Grid Oil
On-Grid Oil_Installed electricity capacity_PG,Papua New Guinea,60.55,60.55,60.55,60.55,60.55,60.55,60.55,79.75,79.75,91.75,91.75,91.75,91.75,91.75,91.75,91.75,95.15,125.15,125.15,125.15,125.15,125.15,IRENA,National,Installed electricity capacity,MW,PG,On-Grid Oil
On-Grid Oil_Installed electricity capacity_PY,Paraguay,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,PY,On-Grid Oil
On-Grid Oil_Installed electricity capacity_PE,Peru,647.813,649.063,649.063,649.063,649.063,649.063,649.063,649.063,649.063,649.063,649.063,649.063,816.336,604.165,521.172,655.245,625.738,364.193,372.026,380.562,397.007,397.007,IRENA,National,Installed electricity capacity,MW,PE,On-Grid Oil
On-Grid Oil_Installed electricity capacity_PH,Philippines,2853.5,2853.5,2853.5,2853.5,2853.5,2992.1,3004.6,3004.6,3041.7,3052.7,3052.7,3052.7,3083.3,3488.3,3554.2,3588.1,3642.3,3674.9,3746.7,3777.7,3667.0,3260.349,IRENA,National,Installed electricity capacity,MW,PH,On-Grid Oil
On-Grid Oil_Installed electricity capacity_PL,Poland,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,PL,On-Grid Oil
On-Grid Oil_Installed electricity capacity_PT,Portugal,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,PT,On-Grid Oil
On-Grid Oil_Installed electricity capacity_PR,Puerto Rico,3400.0,3400.0,3400.0,3400.0,3409.6,3411.1,3411.1,3425.1,3865.1,3985.1,3985.1,3985.1,3985.1,3985.1,3985.1,3989.1,3989.1,3989.1,3989.1,4001.3,4002.3,4016.1,IRENA,National,Installed electricity capacity,MW,PR,On-Grid Oil
On-Grid Oil_Installed electricity capacity_QA,Qatar,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,QA,On-Grid Oil
On-Grid Oil_Installed electricity capacity_KR,Republic of Korea,8525.0,8959.0,8250.0,9776.0,7293.0,7042.0,6904.0,7298.0,7131.0,7522.0,6852.0,6769.0,6983.0,5843.0,4780.0,1866.0,3444.0,3444.0,3444.0,3297.0,2247.025,2159.025,IRENA,National,Installed electricity capacity,MW,KR,On-Grid Oil
On-Grid Oil_Installed electricity capacity_MD,Republic of Moldova,,,,,,,,,,,,,,,,,,,4.0,6.0,6.0,6.0,IRENA,National,Installed electricity capacity,MW,MD,On-Grid Oil
On-Grid Oil_Installed electricity capacity_MK,Republic of North Macedonia,183.0,183.0,183.0,183.0,183.0,186.0,186.0,186.0,186.0,186.0,226.0,226.0,30.0,30.0,30.0,30.0,30.0,29.0,29.0,29.0,29.0,29.0,IRENA,National,Installed electricity capacity,MW,MK,On-Grid Oil
On-Grid Oil_Installed electricity capacity_RE,Réunion,180.4,180.4,228.4,228.4,228.0,228.0,228.0,228.0,228.0,260.0,260.0,260.0,297.2,351.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,IRENA,National,Installed electricity capacity,MW,RE,On-Grid Oil
On-Grid Oil_Installed electricity capacity_RO,Romania,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,RO,On-Grid Oil
On-Grid Oil_Installed electricity capacity_RU,Russian Federation,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,RU,On-Grid Oil
On-Grid Oil_Installed electricity capacity_RW,Rwanda,2.64,2.64,2.64,2.64,2.64,15.14,30.14,30.14,30.14,50.14,50.14,50.14,50.14,50.14,50.14,60.14,60.14,60.14,60.14,60.14,60.14,60.14,IRENA,National,Installed electricity capacity,MW,RW,On-Grid Oil
On-Grid Oil_Installed electricity capacity_BL,Saint Barthélemy,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BL,On-Grid Oil
On-Grid Oil_Installed electricity capacity_KN,Saint Kitts and Nevis,50.0,52.0,52.0,52.0,52.0,52.0,49.0,54.9,54.9,55.0,55.0,57.0,57.5,56.5,56.3,59.1,62.95,66.8,66.8,66.8,66.8,66.8,IRENA,National,Installed electricity capacity,MW,KN,On-Grid Oil
On-Grid Oil_Installed electricity capacity_LC,Saint Lucia,66.4,66.4,66.4,56.8,56.8,65.8,65.8,76.0,76.0,76.0,76.0,76.0,86.2,86.2,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,IRENA,National,Installed electricity capacity,MW,LC,On-Grid Oil
On-Grid Oil_Installed electricity capacity_MF,Saint Martin (French Part),,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,MF,On-Grid Oil
On-Grid Oil_Installed electricity capacity_PM,Saint Pierre and Miquelon,25.722,25.722,25.722,25.722,25.722,25.722,25.722,25.722,25.722,25.722,25.722,25.722,25.722,25.722,25.722,26.2,26.2,26.2,26.2,26.2,26.2,26.2,IRENA,National,Installed electricity capacity,MW,PM,On-Grid Oil
On-Grid Oil_Installed electricity capacity_VC,Saint Vincent and the Grenadines,28.9,28.9,30.6,30.6,33.0,33.7,33.7,33.7,33.7,34.0,34.0,45.5,48.0,45.5,45.5,45.9,46.4,46.4,46.4,46.4,46.4,46.4,IRENA,National,Installed electricity capacity,MW,VC,On-Grid Oil
On-Grid Oil_Installed electricity capacity_WS,Samoa,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,24.338,24.338,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,IRENA,National,Installed electricity capacity,MW,WS,On-Grid Oil
On-Grid Oil_Installed electricity capacity_ST,Sao Tome and Principe,9.68,9.68,9.68,9.68,9.68,9.68,9.68,9.68,9.68,16.48,25.705,27.005,27.005,27.005,32.505,35.905,35.905,44.905,44.905,44.905,44.905,44.905,IRENA,National,Installed electricity capacity,MW,ST,On-Grid Oil
On-Grid Oil_Installed electricity capacity_SA,Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,SA,On-Grid Oil
On-Grid Oil_Installed electricity capacity_SN,Senegal,259.7,259.7,259.7,262.7,262.7,263.7,301.9,301.9,371.5,357.5,353.5,352.9,353.0,352.6,367.0,367.0,486.0,486.0,623.0,613.0,613.0,613.0,IRENA,National,Installed electricity capacity,MW,SN,On-Grid Oil
On-Grid Oil_Installed electricity capacity_RS,Serbia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,RS,On-Grid Oil
On-Grid Oil_Installed electricity capacity_SC,Seychelles,88.5,89.788,83.288,89.288,89.288,89.288,89.288,89.288,89.288,89.288,89.288,89.288,89.288,90.288,90.288,90.288,109.857,116.4,116.4,116.4,116.4,116.4,IRENA,National,Installed electricity capacity,MW,SC,On-Grid Oil
On-Grid Oil_Installed electricity capacity_SL,Sierra Leone,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,21.28,36.54,36.54,36.54,45.2,72.7,72.7,72.7,102.7,138.7,138.7,138.7,IRENA,National,Installed electricity capacity,MW,SL,On-Grid Oil
On-Grid Oil_Installed electricity capacity_SG,Singapore,2178.3,2630.5,3073.6,3073.5,3218.0,3217.9,2977.7,2652.0,2397.7,2318.9,2630.3,2573.2,2044.8,1024.0,351.0,302.0,183.0,256.0,198.0,198.0,198.0,198.0,IRENA,National,Installed electricity capacity,MW,SG,On-Grid Oil
On-Grid Oil_Installed electricity capacity_SK,Slovakia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,SK,On-Grid Oil
On-Grid Oil_Installed electricity capacity_SI,Slovenia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,SI,On-Grid Oil
On-Grid Oil_Installed electricity capacity_SB,Solomon Islands,29.24,35.059,35.839,35.839,35.968,36.485,36.588,36.588,36.588,36.588,36.588,36.602,36.672,39.681,39.681,39.681,45.661,48.661,48.661,48.661,48.661,48.661,IRENA,National,Installed electricity capacity,MW,SB,On-Grid Oil
On-Grid Oil_Installed electricity capacity_SO,Somalia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,SO,On-Grid Oil
On-Grid Oil_Installed electricity capacity_ZA,South Africa,342.0,342.0,342.0,342.0,342.0,342.0,1905.225,2426.3,2426.3,2426.3,2426.3,2426.3,2426.3,2426.075,2426.0,2426.0,2426.0,2426.0,2426.0,2426.0,2426.0,2426.0,IRENA,National,Installed electricity capacity,MW,ZA,On-Grid Oil
On-Grid Oil_Installed electricity capacity_GS,South Georgia and the South Sandwich Islands,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GS,On-Grid Oil
On-Grid Oil_Installed electricity capacity_SS,South Sudan,,,,,,,,,,,,,,,,,,,,33.0,33.0,33.0,IRENA,National,Installed electricity capacity,MW,SS,On-Grid Oil
On-Grid Oil_Installed electricity capacity_ES,Spain,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,ES,On-Grid Oil
On-Grid Oil_Installed electricity capacity_LK,Sri Lanka,685.0,835.0,1111.0,1287.5,1374.5,1114.5,1114.5,1114.5,1284.5,1304.5,1389.5,1389.5,1395.3,1275.0,1313.0,1188.0,1164.0,1164.0,1137.0,1282.0,1268.0,1268.0,IRENA,National,Installed electricity capacity,MW,LK,On-Grid Oil
On-Grid Oil_Installed electricity capacity_PS,State of Palestine,10.0,10.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,IRENA,National,Installed electricity capacity,MW,PS,On-Grid Oil
On-Grid Oil_Installed electricity capacity_SD,Sudan,193.0,193.0,193.0,574.0,574.0,574.0,574.0,574.0,1034.0,1034.0,1244.0,1244.0,1244.0,1244.0,1244.0,1244.0,1280.0,1280.0,1352.0,1352.0,1352.0,1352.0,IRENA,National,Installed electricity capacity,MW,SD,On-Grid Oil
On-Grid Oil_Installed electricity capacity_SR,Suriname,177.0,177.0,177.0,177.0,177.0,192.0,207.0,207.0,207.0,207.0,236.0,236.0,236.0,299.0,333.0,333.0,333.0,333.0,333.0,333.0,341.0,381.0,IRENA,National,Installed electricity capacity,MW,SR,On-Grid Oil
On-Grid Oil_Installed electricity capacity_SE,Sweden,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,SE,On-Grid Oil
On-Grid Oil_Installed electricity capacity_CH,Switzerland,112.0,113.0,113.0,112.0,111.0,108.0,107.0,104.0,99.0,96.0,88.0,87.0,87.0,87.0,87.0,87.0,87.0,83.0,82.0,76.0,76.0,76.0,IRENA,National,Installed electricity capacity,MW,CH,On-Grid Oil
On-Grid Oil_Installed electricity capacity_SY,Syrian Arab Republic,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,SY,On-Grid Oil
On-Grid Oil_Installed electricity capacity_TJ,Tajikistan,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,TJ,On-Grid Oil
On-Grid Oil_Installed electricity capacity_TH,Thailand,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,TH,On-Grid Oil
On-Grid Oil_Installed electricity capacity_TL,Timor-Leste,20.528,20.528,24.628,27.368,27.368,29.868,34.568,34.568,34.568,34.568,34.568,152.568,181.268,316.268,316.268,316.268,316.268,316.268,316.268,316.268,316.268,316.268,IRENA,National,Installed electricity capacity,MW,TL,On-Grid Oil
On-Grid Oil_Installed electricity capacity_TG,Togo,,,,,21.25,22.33,22.33,22.33,22.33,22.33,52.33,52.33,52.33,52.33,52.33,52.33,52.33,52.33,52.33,52.33,52.33,52.33,IRENA,National,Installed electricity capacity,MW,TG,On-Grid Oil
On-Grid Oil_Installed electricity capacity_TK,Tokelau,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,IRENA,National,Installed electricity capacity,MW,TK,On-Grid Oil
On-Grid Oil_Installed electricity capacity_TO,Tonga,8.584,8.584,8.584,8.584,11.464,11.464,11.464,11.464,12.552,12.552,12.552,12.552,12.552,12.552,17.7,17.7,17.7,17.7,17.7,17.7,17.7,18.14,IRENA,National,Installed electricity capacity,MW,TO,On-Grid Oil
On-Grid Oil_Installed electricity capacity_TT,Trinidad and Tobago,12.875,12.875,12.875,12.875,12.875,12.875,12.875,12.875,12.875,12.875,12.875,12.875,12.875,12.875,12.875,12.875,12.875,12.875,12.875,12.875,12.875,12.875,IRENA,National,Installed electricity capacity,MW,TT,On-Grid Oil
On-Grid Oil_Installed electricity capacity_TN,Tunisia,,,,,,,,,,,,,,,,,1020.0,920.0,660.0,660.0,660.0,660.0,IRENA,National,Installed electricity capacity,MW,TN,On-Grid Oil
On-Grid Oil_Installed electricity capacity_TR,Türkiye,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,TR,On-Grid Oil
On-Grid Oil_Installed electricity capacity_TM,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,TM,On-Grid Oil
On-Grid Oil_Installed electricity capacity_TC,Turks and Caicos Islands,12.0,15.0,20.0,25.0,30.0,35.0,37.0,48.0,48.0,54.0,57.0,65.0,76.0,76.0,79.0,82.0,82.0,82.0,90.7,90.7,90.7,90.7,IRENA,National,Installed electricity capacity,MW,TC,On-Grid Oil
On-Grid Oil_Installed electricity capacity_TV,Tuvalu,2.145,2.145,2.145,2.145,2.145,2.145,3.945,3.945,3.945,3.945,3.945,3.945,3.945,3.945,3.945,3.945,1.8,1.8,1.8,1.8,1.8,1.8,IRENA,National,Installed electricity capacity,MW,TV,On-Grid Oil
On-Grid Oil_Installed electricity capacity_UG,Uganda,3.0,3.0,3.0,3.0,3.0,50.0,100.0,100.0,200.0,150.0,170.0,170.0,120.0,100.0,136.0,136.0,136.0,136.0,100.0,100.0,100.0,100.0,IRENA,National,Installed electricity capacity,MW,UG,On-Grid Oil
On-Grid Oil_Installed electricity capacity_UA,Ukraine,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,UA,On-Grid Oil
On-Grid Oil_Installed electricity capacity_AE,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,AE,On-Grid Oil
On-Grid Oil_Installed electricity capacity_GB,United Kingdom of Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GB,On-Grid Oil
On-Grid Oil_Installed electricity capacity_TZ,United Republic of Tanzania,25.57,25.57,125.57,125.57,125.57,129.71,129.71,129.71,133.18,133.18,133.18,288.18,338.52,401.52,351.52,301.52,301.52,301.52,302.0,302.0,302.0,302.0,IRENA,National,Installed electricity capacity,MW,TZ,On-Grid Oil
On-Grid Oil_Installed electricity capacity_US,United States of America,35554.0,66086.0,59651.0,60730.0,59119.0,58548.0,58097.0,56068.0,57444.0,56780.0,55647.0,51699.0,46891.0,43246.0,40859.0,36555.0,34380.0,33304.0,35823.0,35006.0,32071.2,31438.1,IRENA,National,Installed electricity capacity,MW,US,On-Grid Oil
On-Grid Oil_Installed electricity capacity_VI,United States Virgin Islands,244.2,268.2,268.2,268.2,307.7,307.7,307.7,307.7,307.7,307.7,307.7,307.7,329.7,316.0,316.0,316.0,316.0,242.0,329.7,329.7,329.7,329.7,IRENA,National,Installed electricity capacity,MW,VI,On-Grid Oil
On-Grid Oil_Installed electricity capacity_UY,Uruguay,258.0,258.0,256.5,256.5,256.5,256.5,256.5,256.5,259.692,339.72,339.72,339.72,439.72,438.24,438.24,288.24,83.24,83.24,83.29,83.29,83.29,83.29,IRENA,National,Installed electricity capacity,MW,UY,On-Grid Oil
On-Grid Oil_Installed electricity capacity_UZ,Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,UZ,On-Grid Oil
On-Grid Oil_Installed electricity capacity_VU,Vanuatu,16.153,21.583,21.583,21.583,21.583,21.583,21.583,21.583,21.583,21.583,24.183,24.183,24.427,24.37,22.763,22.763,22.983,23.18,20.76,22.52,22.52,22.52,IRENA,National,Installed electricity capacity,MW,VU,On-Grid Oil
On-Grid Oil_Installed electricity capacity_VE,Venezuela (Bolivarian Republic of),,,,,,,,,,,,,,,,,,,,5384.55,5384.55,5384.55,IRENA,National,Installed electricity capacity,MW,VE,On-Grid Oil
On-Grid Oil_Installed electricity capacity_VN,Viet Nam,,,,,,,,,,,,,,,1155.0,875.0,1370.0,1370.0,1370.0,1370.0,1370.0,1370.0,IRENA,National,Installed electricity capacity,MW,VN,On-Grid Oil
On-Grid Oil_Installed electricity capacity_YE,Yemen,650.0,650.0,716.0,712.55,788.55,788.55,842.63,873.18,924.62,922.07,932.46,923.9,923.9,891.1,931.0,931.0,931.0,931.0,931.0,1020.0,1033.75,1143.75,IRENA,National,Installed electricity capacity,MW,YE,On-Grid Oil
On-Grid Oil_Installed electricity capacity_ZM,Zambia,50.0,50.0,90.0,90.0,90.0,90.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,60.0,130.0,130.0,130.0,190.0,190.0,190.0,190.0,190.0,IRENA,National,Installed electricity capacity,MW,ZM,On-Grid Oil
On-Grid Oil_Installed electricity capacity_ZW,Zimbabwe,,,,,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,IRENA,National,Installed electricity capacity,MW,ZW,On-Grid Oil
On-Grid Solar Thermal Energy_Installed electricity capacity_AF,Afghanistan,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,AF,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_AL,Albania,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,AL,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_DZ,Algeria,,,,,,,,,,,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,IRENA,National,Installed electricity capacity,MW,DZ,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_AS,American Samoa,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,AS,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_AD,Andorra,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,AD,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_AO,Angola,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,AO,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_AI,Anguilla,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,AI,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_AG,Antigua and Barbuda,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,AG,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_AR,Argentina,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,AR,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_AM,Armenia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,AM,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_AW,Aruba,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,AW,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_AU,Australia,,,,0.4,0.4,0.4,0.4,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,IRENA,National,Installed electricity capacity,MW,AU,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_AT,Austria,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,AT,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_AZ,Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,AZ,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_BS,Bahamas,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BS,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_BH,Bahrain,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BH,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_BD,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BD,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_BB,Barbados,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BB,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_BY,Belarus,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BY,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_BE,Belgium,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BE,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_BZ,Belize,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BZ,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_BJ,Benin,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BJ,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_BT,Bhutan,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BT,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_BO,Bolivia (Plurinational State of),,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BO,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_BQ,"Bonaire, Sint Eustatius and Saba",,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BQ,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_BA,Bosnia and Herzegovina,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BA,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_BW,Botswana,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BW,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_BR,Brazil,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BR,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_VG,British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,VG,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_BN,Brunei Darussalam,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BN,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_BG,Bulgaria,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BG,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_BF,Burkina Faso,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BF,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_BI,Burundi,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BI,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_CV,Cabo Verde,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,CV,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_KH,Cambodia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,KH,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_CM,Cameroon,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,CM,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_CA,Canada,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,CA,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_KY,Cayman Islands,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,KY,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_CF,Central African Republic,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,CF,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_TD,Chad,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,TD,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_CL,Chile,,,,,,,,,,,,,,,,,,,,,,108.27,IRENA,National,Installed electricity capacity,MW,CL,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_CN,China,,,,,,,,,,,,,1.0,11.0,11.0,11.0,31.0,31.0,246.0,396.0,546.0,570.0,IRENA,National,Installed electricity capacity,MW,CN,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_TW,Chinese Taipei,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,TW,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_CO,Colombia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,CO,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_KM,Comoros,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,KM,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_CG,Congo,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,CG,On-Grid Solar Thermal Energy
On-Grid Solar Thermal Energy_Installed electricity capacity_CK,Cook Islands,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,CK,On-Grid Solar Thermal Energy
