ID,2016,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lead-Acid Battery Storage_Cumulative Rated Power_VU,15.0,Lead-Acid Battery Storage,Vanuatu,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,VU
Lead-Acid Battery Storage_Cumulative Rated Capacity_VU,72.0,Lead-Acid Battery Storage,Vanuatu,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,VU
