ID,2015,2016,2017,2018,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Sensible Heat Storage_Cumulative Rated Power_ZA,200000,255000,355000,455000,Sensible Heat Storage,South Africa,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,ZA
Sensible Heat Storage_Cumulative Rated Capacity_ZA,200000,255000,355000,455000,Sensible Heat Storage,South Africa,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,ZA
