ID,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,Data Source,Metric,Technology Name,Spatial Scale,Country Name,Country Code,Unit
Vinyl Acetate_Price_World,15.67791411,15.03265306,14.24257932,13.5209826,11.68583162,10.89249493,10.61210317,10.85228377,10.22403846,9.372290292,7.692585895,6.705932932,5.845896147,Santa Fe Institute,Price,Vinyl Acetate,Global,World,World,Price (1966 USD/lbs)
Vinyl Acetate_Annual production_World,251.0,278.0,318.0,405.0,440.0,512.0,606.0,603.0,718.0,730.0,803.0,931.0,1211.0,Santa Fe Institute,Annual production,Vinyl Acetate,Global,World,World,Yearly Production (Mil. lbs)
