ID,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Flow Battery Storage_Cumulative Rated Power_SI,10.0,Flow Battery Storage,Slovenia,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,SI
Flow Battery Storage_Cumulative Rated Capacity_SI,45.0,Flow Battery Storage,Slovenia,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,SI
