ID,2005,2009,2011,2012,2015,2020,2022,Country Name,Spatial Scale,Country Code,Data Source,Metric,Unit,Technology Name
Space Launches_Yearly Launches_IR,1,1,1,1,1,1,2,Iran,National,IR,UNOOSA,Yearly Launches,Number of objects launched into space,Space Launches
