ID,1990,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped Hydro Storage_Cumulative Rated Power_RO,53000,Pumped Hydro Storage,Romania,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,RO
Pumped Hydro Storage_Cumulative Rated Capacity_RO,53000,Pumped Hydro Storage,Romania,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,RO
