ID,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Technology Name,Country Name,Country Code,Spatial Scale,Unit,Metric,Data Source
Social media usage_Share of Population_US,0.05,0.11,0.15,0.21,0.37,0.48,0.5,0.59,0.63,0.62,0.65,0.69,0.8,0.77,0.79,Social media usage,United States,US,National,Percentage,Share of Population,OWD
