ID,2007,2010,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Flywheel Battery Storage_Cumulative Rated Power_AU,500,1000,Flywheel Battery Storage,Australia,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,AU
Flywheel Battery Storage_Cumulative Rated Capacity_AU,500,1000,Flywheel Battery Storage,Australia,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,AU
