ID,2011,2012,2014,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Sodium-Based Battery Storage_Cumulative Rated Power_IT,180,4180,18498,30598,Sodium-Based Battery Storage,Italy,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,IT
Sodium-Based Battery Storage_Cumulative Rated Capacity_IT,180,4180,18498,30598,Sodium-Based Battery Storage,Italy,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,IT
