ID,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,Data Source,Metric,Technology Name,Spatial Scale,Country Name,Country Code,Unit
Aniline_Price_World,16.10612245,13.58955988,14.18628454,14.13039014,13.2515213,11.42757937,10.57434402,10.36826923,9.942507069,10.38426763,9.6216681,7.320770519,PCDB,Price,Aniline,Global,World,World,1966 USD/lb
Aniline_Annual production_World,122.7,137.5,154.6,169.9,195.5,239.0,225.6,263.4,334.1,398.4,366.0,409.8,PCDB,Annual production,Aniline,Global,World,World,million pounds
