ID,1952,1956,1966,1970,1974,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,1980,Data Source,Country Name,Country Code,Spatial Scale,Metric,Technology Name,Unit
Magnetic Data Storage_Computing Capacity_World,0.2033,158.8,1437.0,6941.0,12380.0,15320.0,11310.0,14500.0,41210.0,77440.0,214090.0,333200.0,417700.0,539600.0,611500.0,1613000.0,2078000.0,4985000.0,7067000.0,29450000.0,32720000.0,61560000.0,87180000.0,243600000.0,541000000.0,2283000000.0,4812000000.0,6552000000.0,11820000000.0,19975.0,Kurzweil,World,World,Global,Computing Capacity,Magnetic Data Storage,Bits/2000 USD
