ID,2014,2017,2018,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-Ion Battery Storage_Cumulative Rated Power_TG,90,190,290,Lithium-Ion Battery Storage,Togo,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,TG
Lithium-Ion Battery Storage_Cumulative Rated Capacity_TG,90,190,290,Lithium-Ion Battery Storage,Togo,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,TG
