ID,2018,Country Name,Spatial Scale,Country Code,Data Source,Metric,Unit,Technology Name
Space Launches_Yearly Launches_CR,1,Costa Rica,National,CR,UNOOSA,Yearly Launches,Number of objects launched into space,Space Launches
