ID,2013,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Compressed Air Energy Storage_Cumulative Rated Power_GB,330000,Compressed Air Energy Storage,United Kingdom,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,GB
Compressed Air Energy Storage_Cumulative Rated Capacity_GB,330000,Compressed Air Energy Storage,United Kingdom,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,GB
