ID,2006,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lead-acid battery storage_Cumulative Total Capacity_AQ,500,Lead-acid battery storage,Antarctica,kW,DOE Global Energy Storage Database,Cumulative Total Capacity,National,AQ
