ID,2010,2013,2016,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Sodium-Based Battery Storage_Cumulative Rated Power_GB,1000,1250,1261,Sodium-Based Battery Storage,United Kingdom,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,GB
Sodium-Based Battery Storage_Cumulative Rated Capacity_GB,1000,1250,1261,Sodium-Based Battery Storage,United Kingdom,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,GB
