ID,2018,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-Ion Battery Storage_Cumulative Rated Power_GA,100,Lithium-Ion Battery Storage,Gabon,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,GA
Lithium-Ion Battery Storage_Cumulative Rated Capacity_GA,100,Lithium-Ion Battery Storage,Gabon,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,GA
