ID,2014,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Flow Battery Storage_Cumulative Rated Power_RU,25.0,Flow Battery Storage,Russia,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,RU
Flow Battery Storage_Cumulative Rated Capacity_RU,50.0,Flow Battery Storage,Russia,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,RU
