ID,2003,2012,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Nickel-Based Battery_Cumulative Rated Power_US,27000,27085,Nickel-Based Battery,United States,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,US
Nickel-Based Battery_Cumulative Rated Capacity_US,27000,27085,Nickel-Based Battery,United States,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,US
