ID,1958,1970,1975,1977,1982,2010,2013,2014,2015,2017,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped Hydro Storage_Cumulative Rated Power_CH,164000,404000,764000,1134000,1484000,2484000,3497000,4097000,5337000,6237000,Pumped Hydro Storage,Switzerland,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,CH
Pumped Hydro Storage_Cumulative Rated Capacity_CH,164000,404000,764000,1134000,1484000,2484000,3497000,4097000,5337000,6237000,Pumped Hydro Storage,Switzerland,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,CH
