ID,2012,Country Name,Spatial Scale,Country Code,Data Source,Metric,Unit,Technology Name
Space Launches_Yearly Launches_RO,1,Romania,National,RO,UNOOSA,Yearly Launches,Number of objects launched into space,Space Launches
