ID,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Metric,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Unit
Offshore Wind Energy_Total Installed Cost_World,2684.972457546,2501.160997961,3605.239553993,2877.695211978,3271.102973432,2539.977952587,2862.908690424,4669.326359772,5712.108139347,4616.549054283,4875.531642855,5584.123085838,4941.811868515,5222.726547104,5499.206867385,5515.155479707,4248.248006328,4879.596110899,4795.09565699,3844.200752985,3220.701471452,2857.701307457,Total Installed Cost,Offshore Wind Energy,World,World,Global,IRENA,2021 USD/kW
