ID,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Flow battery storage_Cumulative Total Capacity_AG,3000,Flow battery storage,Antigua and Barbuda,kW,DOE Global Energy Storage Database,Cumulative Total Capacity,National,AG
