ID,2016,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lead-acid battery storage_Cumulative Total Capacity_IE,247,Lead-acid battery storage,Ireland,kW,DOE Global Energy Storage Database,Cumulative Total Capacity,National,IE
