ID,1985,1996,2014,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped Hydro Storage_Cumulative Rated Power_GR,315000,699000,749000,1429000,Pumped Hydro Storage,Greece,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,GR
Pumped Hydro Storage_Cumulative Rated Capacity_GR,315000,699000,749000,1429000,Pumped Hydro Storage,Greece,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,GR
