ID,2009,2012,2013,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Sodium-Based Battery Storage_Cumulative Rated Power_FR,1000,1120,1140,Sodium-Based Battery Storage,France,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,FR
Sodium-Based Battery Storage_Cumulative Rated Capacity_FR,1000,1120,1140,Sodium-Based Battery Storage,France,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,FR
