ID,2016,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-Ion Battery Storage_Cumulative Rated Power_FI,3200.0,Lithium-Ion Battery Storage,Finland,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,FI
Lithium-Ion Battery Storage_Cumulative Rated Capacity_FI,1600.0,Lithium-Ion Battery Storage,Finland,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,FI
