ID,2003,2011,2017,Country Name,Spatial Scale,Country Code,Data Source,Metric,Unit,Technology Name
Space Launches_Yearly Launches_NG,1,3,1,Nigeria,National,NG,UNOOSA,Yearly Launches,Number of objects launched into space,Space Launches
