ID,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Metric,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Unit
Onshore Wind Energy_Levelized Cost of Energy_World,0.327850807,0.320073883,0.297221393,0.264194179,0.256419701,0.212157389,0.196434673,0.208687606,0.20031709,0.200652674,0.211169264,0.198257403,0.207732477,0.185732051,0.163130747,0.152880772,0.150875882,0.162361419,0.142018926,0.131276748,0.115048138,0.116608019,0.109436927,0.112393318,0.102280071,0.107605441,0.105306798,0.102061463,0.09648669,0.088390283,0.089206278,0.080203143,0.068961549,0.063855355,0.05995916,0.05087996,0.044592006,0.037136821,0.033123367,Levelized Cost of Energy,Onshore Wind Energy,World,World,Global,IRENA,2021 USD/kWh
